timestamp_utc,timestamp_epoch,temp_f,temp_c,device_id
2/7/2021 0:03,      1612656211,   63.3,   17.4, 2.70718E+15
2/7/2021 0:04,      1612656285,   63.7,   17.6, 2.70718E+15
2/7/2021 0:05,      1612656308,   63.7,   17.6, 2.70718E+15
2/7/2021 0:02,      1612656151,   69.6,   20.9, 2.75309E+15
2/7/2021 0:02,      1612656165,   62.4,   16.9, 2.58228E+15
2/7/2021 0:03,      1612656223,   69.8,   21  , 2.75309E+15
2/7/2021 0:04,      1612656293,   63.7,   17.6, 2.70718E+15
2/7/2021 0:07,      1612656458,   70.2,   21.2, 2.75309E+15
2/7/2021 0:05,      1612656301,   70  ,   21.1, 2.75309E+15
2/7/2021 0:02,      1612656153,   69.6,   20.9, 2.75309E+15
2/7/2021 0:07,      1612656478,   63  ,   17.2, 2.58228E+15
2/7/2021 0:06,      1612656368,   62.8,   17.1, 2.58228E+15
2/7/2021 0:01,      1612656065,   63.3,   17.4, 2.70718E+15
2/7/2021 0:04,      1612656245,   63.7,   17.6, 2.70718E+15
2/7/2021 0:03,      1612656203,   62.4,   16.9, 2.58228E+15
2/7/2021 0:04,      1612656258,   63.7,   17.6, 2.70718E+15
2/7/2021 0:02,      1612656179,   63.3,   17.4, 2.70718E+15
2/7/2021 0:00,      1612656024,   62.2,   16.8, 2.58228E+15
2/7/2021 0:05,      1612656346,   63.7,   17.6, 2.70718E+15
2/7/2021 0:05,      1612656342,   62.8,   17.1, 2.58228E+15
2/7/2021 0:01,      1612656084,   69.8,   21  , 2.75309E+15
2/7/2021 0:04,      1612656245,   69.8,   21  , 2.75309E+15
2/7/2021 0:05,      1612656358,   62.8,   17.1, 2.58228E+15
2/7/2021 0:06,      1612656401,   70.2,   21.2, 2.75309E+15
2/7/2021 0:07,      1612656478,   70.2,   21.2, 2.75309E+15
2/7/2021 0:06,      1612656417,   62.8,   17.1, 2.58228E+15
2/7/2021 0:03,      1612656198,   62.4,   16.9, 2.58228E+15
2/7/2021 0:04,      1612656259,   63.7,   17.6, 2.70718E+15
2/7/2021 0:01,      1612656104,   62.4,   16.9, 2.58228E+15
2/7/2021 0:00,      1612656030,   63.1,   17.3, 2.70718E+15
2/7/2021 0:02,      1612656159,   63.3,   17.4, 2.70718E+15
2/7/2021 0:04,      1612656281,   63.7,   17.6, 2.70718E+15
2/7/2021 0:00,      1612656021,   62.2,   16.8, 2.58228E+15
2/7/2021 0:03,      1612656236,   62.6,   17  , 2.58228E+15
2/7/2021 0:02,      1612656158,   69.6,   20.9, 2.75309E+15
2/7/2021 0:03,      1612656186,   63.3,   17.4, 2.70718E+15
2/7/2021 0:00,      1612656013,   69.8,   21  , 2.75309E+15
2/7/2021 0:01,      1612656117,   63.3,   17.4, 2.70718E+15
2/7/2021 0:04,      1612656272,   70  ,   21.1, 2.75309E+15
2/7/2021 0:05,      1612656327,   62.8,   17.1, 2.58228E+15
2/7/2021 0:01,      1612656065,   62.2,   16.8, 2.58228E+15
2/7/2021 0:02,      1612656147,   62.4,   16.9, 2.58228E+15
2/7/2021 0:04,      1612656289,   70  ,   21.1, 2.75309E+15
2/7/2021 0:06,      1612656363,   70  ,   21.1, 2.75309E+15
2/7/2021 0:03,      1612656201,   62.4,   16.9, 2.58228E+15
2/7/2021 0:00,      1612656011,   63  ,   17.2, 2.70718E+15
2/7/2021 0:05,      1612656353,   62.8,   17.1, 2.58228E+15
2/7/2021 0:04,      1612656263,   63.7,   17.6, 2.70718E+15
2/7/2021 0:05,      1612656335,   62.8,   17.1, 2.58228E+15
2/7/2021 0:01,      1612656079,   70  ,   21.1, 2.75309E+15
2/7/2021 0:04,      1612656264,   69.8,   21  , 2.75309E+15
2/7/2021 0:01,      1612656084,   62.4,   16.9, 2.58228E+15
2/7/2021 0:01,      1612656112,   69.8,   21  , 2.75309E+15
2/7/2021 0:00,      1612656052,   63.1,   17.3, 2.70718E+15
2/7/2021 0:01,      1612656079,   62.2,   16.8, 2.58228E+15
2/7/2021 0:06,      1612656391,   62.8,   17.1, 2.58228E+15
2/7/2021 0:01,      1612656108,   62.4,   16.9, 2.58228E+15
